Collection Name,Document Count
c1_l8_286_60m,243
c2_l8_233_100m,750426
c2_l8_35_30m,1519336
c2_l8_72_100m,1811654
c2_l8_149_90m,2708084
c2_l8_173_10m,482483
c2_l8_59_60m,351144
c2_l8_206_125m,800000
c2_l8_234_100m,908685
c2_l8_125_15m,54471
c2_l8_210_90m,2014950
c2_l8_53_1m,1120278
c2_l8_164_90m,1437531
c2_l8_191_90m,1722129
c2_l8_53_60m,1120278
c2_l8_242_60m,2333745
c2_l8_206_250m,800000
c2_l8_32_20m,503577
c2_l8_91_60m,1680415
c2_l8_213_30m,741369
c2_l8_191_100m,1722129
c2_l8_118_90m,1430551
c2_l8_33_125m,111780
c2_l8_212_10m,1386696
c2_l8_228_1m,2194189
c2_l8_129_90m,2682329
c2_l8_87_125m,254924
c2_l8_213_250m,741369
c2_l8_73_15m,1398668
c2_l8_119_125m,1614414
c2_l8_59_125m,351144
c1_l8_621_60m,180523
c2_l8_239_125m,2632519
c2_l8_169_1m,1394246
c2_l8_67_125m,49662
c2_l8_56_40m,1120278
c2_l8_118_1m,1430551
c2_l8_88_20m,768825
c2_l8_54_125m,709384
c2_l8_79_250m,1583502
c2_l8_150_125m,2602671
c2_l8_152_40m,520
c2_l8_173_1m,482483
c1_l8_348_60m,126435
c2_l8_52_40m,2005110
c2_l8_110_15m,1222630
c2_l8_202_100m,2892209
c2_l8_224_125m,85048
c2_l8_204_10m,1965156
c2_l8_70_60m,183688
c2_l8_155_100m,183264
c2_l8_210_15m,2014950
c2_l8_212_15m,1386696
c2_l8_213_20m,741369
c2_l8_109_125m,1608118
c2_l8_128_250m,2529290
c2_l8_35_125m,1519336
c1_l8_550_60m,50066
c2_l8_140_20m,131305
c2_l8_109_1m,1608118
c2_l8_168_10m,2238632
c1_l8_258_60m,382054
c2_l8_151_90m,1796460
c2_l8_112_15m,62754
c2_l8_149_60m,2708084
c1_l8_477_60m,178
c2_l8_55_90m,662655
c2_l8_200_90m,97268
c2_l8_38_30m,213700
c2_l8_68_20m,261995
c2_l8_39_100m,21229
c2_l8_169_100m,1394246
c1_l8_342_60m,150908
c2_l8_135_40m,80165
c2_l8_176_60m,95877
c2_l8_69_1m,309869
c2_l8_33_40m,111780
c2_l8_107_30m,637704
c2_l8_189_125m,2613623
c2_l8_39_90m,21229
c2_l8_211_250m,1032321
c2_l8_16_90m,745524
c2_l8_215_100m,102682
c2_l8_222_30m,278486
c2_l8_58_60m,1594536
c2_l8_197_40m,640249
c2_l8_197_20m,640249
c2_l8_217_30m,1234592
c2_l8_91_250m,1680415
c2_l8_168_60m,2238632
c2_l8_137_20m,2048975
c2_l8_90_60m,877724
c2_l8_192_250m,1208800
c2_l8_91_1m,1680415
c1_l8_311_60m,348463
c2_l8_79_90m,1583502
c2_l8_37_20m,1129380
c2_l8_222_15m,278486
c2_l8_214_250m,1059523
c2_l8_88_10m,768825
c2_l8_77_20m,2433771
c2_l8_208_40m,2231939
c2_l8_99_125m,1493203
c2_l8_96_40m,2153583
c2_l8_127_40m,1154331
c2_l8_75_30m,213978
c2_l8_58_125m,1594536
c1_l8_491_60m,814
c2_l8_135_250m,80165
c2_l8_116_60m,1689925
c2_l8_135_1m,80165
c2_l8_235_250m,1336166
c2_l8_236_30m,845138
c2_l8_34_250m,1697108
c2_l8_215_90m,102682
c2_l8_155_125m,183264
c2_l8_164_30m,1437531
c1_l8_222_60m,6184
c2_l8_146_20m,1976380
c2_l8_124_90m,83057
c2_l8_205_20m,1219899
c2_l8_127_90m,1154331
c2_l8_186_10m,2623509
c2_l8_199_10m,391051
c2_l8_241_90m,2521158
c2_l8_112_250m,62754
c2_l8_128_90m,2529290
c2_l8_95_15m,529476
c2_l8_39_20m,21229
c1_l8_563_60m,57422
c2_l8_33_250m,111780
c2_l8_185_125m,100000
c2_l8_217_100m,1234592
c2_l8_74_100m,667718
c2_l8_52_90m,2005110
c2_l8_119_1m,1614414
c1_l8_564_60m,389508
c2_l8_181_20m,1096562
c2_l8_36_250m,1842064
c2_l8_94_15m,843662
c2_l8_169_40m,1394246
c2_l8_239_90m,2632519
c2_l8_35_15m,1519336
c2_l8_220_60m,10986
c2_l8_205_60m,1219899
c2_l8_223_1m,277281
c2_l8_116_90m,1689925
c2_l8_216_250m,648209
c2_l8_231_90m,1190391
c2_l8_223_20m,277281
c2_l8_150_90m,2602671
c2_l8_59_10m,351144
c2_l8_100_40m,1638498
c2_l8_59_30m,351144
c2_l8_218_250m,594513
c2_l8_218_30m,594513
c2_l8_223_40m,277281
c1_l8_697_60m,286255
c1_l8_596_60m,28185
c2_l8_225_40m,1362470
c2_l8_99_100m,1493203
c2_l8_204_100m,1965156
c2_l8_185_60m,3195387
c2_l8_87_20m,254924
c2_l8_75_60m,213978
c2_l8_79_60m,1583502
c2_l8_190_125m,2366606
c2_l8_169_10m,1394246
c2_l8_216_40m,648209
c2_l8_96_10m,2153583
c1_l8_310_60m,717108
c2_l8_229_1m,614630
c2_l8_93_20m,1676591
c2_l8_15_90m,895161
c2_l8_205_40m,1219899
c2_l8_234_15m,908685
c2_l8_51_60m,1387659
c2_l8_168_20m,2238632
c2_l8_179_100m,240759
c2_l8_136_30m,2659096
c2_l8_54_30m,709384
c2_l8_72_20m,1811654
c2_l8_177_30m,283519
c2_l8_161_90m,16919
c2_l8_88_100m,768825
c2_l8_97_20m,2447590
c2_l8_189_90m,2613623
c2_l8_139_60m,1034425
c2_l8_96_250m,2153583
c2_l8_214_100m,1059523
c2_l8_151_250m,1796460
c2_l8_205_15m,1219899
c2_l8_127_30m,1154331
c2_l8_87_40m,254924
c2_l8_98_60m,1862413
c2_l8_213_40m,741369
c2_l8_186_100m,2623509
c2_l8_152_15m,520
c2_l8_190_30m,2366606
c2_l8_185_15m,3195387
c2_l8_52_1m,2005110
c2_l8_107_60m,637704
c2_l8_100_60m,1638498
c2_l8_73_20m,1398668
c1_l8_517_60m,227
c2_l8_36_90m,1842064
c2_l8_199_20m,391051
c2_l8_189_250m,2613623
c2_l8_216_20m,648209
c2_l8_88_15m,768825
c2_l8_187_250m,1976576
c1_l8_288_60m,321362
c2_l8_217_250m,1234592
c2_l8_118_40m,1430551
c2_l8_146_30m,1976380
c2_l8_128_40m,2529290
c2_l8_212_125m,1386696
c1_l8_446_60m,17913
c2_l8_240_1m,2732247
c2_l8_113_100m,212219
c2_l8_96_20m,2153583
c2_l8_76_15m,1680519
c2_l8_68_40m,261995
c2_l8_118_10m,1430551
c2_l8_33_90m,111780
c2_l8_163_250m,340730
c2_l8_175_15m,40617
c2_l8_60_40m,541674
c2_l8_88_30m,768825
c2_l8_220_125m,10986
c2_l8_124_20m,83057
c2_l8_199_15m,391051
c2_l8_191_40m,1722129
c2_l8_213_100m,741369
c2_l8_94_60m,843662
c2_l8_39_40m,21229
c2_l8_16_20m,745524
c2_l8_164_10m,1437531
c2_l8_145_20m,395699
c2_l8_140_60m,131305
c2_l8_164_100m,1437531
c2_l8_161_1m,16919
c1_l8_371_60m,73889
c2_l8_68_15m,261995
c1_l8_687_60m,102866
c2_l8_170_100m,1503586
c2_l8_173_30m,482483
c2_l8_32_10m,503577
c2_l8_145_1m,395699
c2_l8_97_15m,2447590
c2_l8_118_20m,1430551
c2_l8_151_1m,1796460
c2_l8_232_60m,266966
c2_l8_225_100m,1362470
c2_l8_186_40m,2623509
c2_l8_109_100m,1608118
c1_l8_655_60m,1006943
c2_l8_231_20m,1190391
c2_l8_152_30m,520
c2_l8_59_100m,351144
c1_l8_312_60m,102298
c2_l8_166_30m,3340706
c2_l8_241_20m,2521158
c2_l8_182_40m,1394786
c2_l8_242_1m,2333745
c2_l8_115_20m,130602
c2_l8_220_30m,10986
c2_l8_67_40m,49662
c2_l8_71_1m,2395819
c2_l8_223_15m,277281
c2_l8_185_1m,3195387
c2_l8_16_1m,745524
c2_l8_232_20m,266966
c2_l8_98_30m,1862413
c2_l8_226_30m,2340907
c2_l8_213_125m,741369
c2_l8_236_60m,845138
c2_l8_237_1m,282265
c1_l8_309_60m,129531
c2_l8_131_60m,250870
c1_l8_259_60m,88056
c2_l8_99_20m,1493203
c2_l8_172_30m,1693301
c2_l8_146_60m,1976380
c1_l8_666_60m,132301
c2_l8_71_90m,2395819
c2_l8_177_90m,283519
c2_l8_175_60m,40617
c2_l8_31_30m,64421
c2_l8_232_125m,266966
c2_l8_51_15m,1387659
c2_l8_98_20m,1862413
c2_l8_220_1m,10986
c2_l8_55_250m,662655
c2_l8_204_1m,1965156
c2_l8_136_100m,2659096
c2_l8_144_100m,431746
c2_l8_217_15m,1234592
c2_l8_232_100m,266966
c2_l8_235_60m,1336166
c2_l8_216_100m,648209
c2_l8_117_90m,2044078
c2_l8_169_250m,1394246
c2_l8_202_90m,2892209
c2_l8_225_30m,1362470
c2_l8_238_100m,1270
c2_l8_149_1m,2708084
c2_l8_138_100m,1206439
c2_l8_226_40m,2340907
c2_l8_56_15m,1120278
c2_l8_15_1m,895161
c2_l8_179_10m,240759
c2_l8_161_15m,16919
c2_l8_161_60m,16919
c2_l8_140_10m,131305
c2_l8_96_15m,2153583
c2_l8_182_90m,1394786
c2_l8_15_250m,895161
c2_l8_228_100m,2194189
c2_l8_166_40m,3340706
c2_l8_178_60m,404972
c2_l8_221_60m,589792
c2_l8_154_20m,39540
c2_l8_189_15m,2613623
c2_l8_198_10m,2161874
c2_l8_163_20m,340730
c2_l8_72_125m,1811654
c2_l8_67_90m,49662
c2_l8_80_40m,1884720
c2_l8_138_30m,1206439
c2_l8_111_30m,231391
c2_l8_76_10m,1680519
c2_l8_34_15m,1697108
c2_l8_155_15m,183264
c2_l8_139_40m,1034425
c2_l8_172_40m,1693301
c2_l8_125_125m,54471
c1_l8_229_60m,8360
c2_l8_230_125m,346567
c2_l8_213_15m,741369
c2_l8_125_250m,54471
c2_l8_130_20m,2853556
c2_l8_119_20m,1614414
c2_l8_152_20m,520
c2_l8_130_10m,2853556
c2_l8_173_90m,482483
c2_l8_118_30m,1430551
c2_l8_233_90m,750426
c2_l8_162_15m,40138
c2_l8_154_125m,39540
c2_l8_212_100m,1386696
c2_l8_97_1m,2447590
c2_l8_113_15m,212219
c2_l8_138_15m,1206439
c2_l8_108_40m,2863825
c2_l8_126_15m,173904
c2_l8_72_90m,1811654
c2_l8_226_250m,2340907
c2_l8_219_10m,49919
c2_l8_31_90m,64421
c2_l8_235_20m,1336166
c2_l8_125_30m,54471
c2_l8_149_250m,2708084
c2_l8_99_60m,1493203
c2_l8_178_30m,404972
c2_l8_181_15m,1096562
c2_l8_76_60m,1680519
c2_l8_152_90m,520
c2_l8_108_60m,2863825
c2_l8_15_100m,895161
c2_l8_229_250m,614630
c2_l8_157_20m,417961
c2_l8_148_90m,3024003
c2_l8_125_20m,54471
c2_l8_208_15m,2231939
c2_l8_192_15m,1208800
c2_l8_219_15m,49919
c2_l8_228_250m,2194189
c2_l8_218_10m,594513
c2_l8_220_90m,10986
c2_l8_92_90m,1860925
c2_l8_131_20m,250870
c2_l8_238_20m,1270
c2_l8_150_10m,2602671
c2_l8_131_90m,250870
c2_l8_234_90m,908685
c2_l8_235_125m,1336166
c2_l8_170_125m,1503586
c2_l8_89_100m,1096358
c2_l8_200_60m,97268
c2_l8_95_40m,529476
c2_l8_38_90m,213700
c2_l8_183_250m,1307946
c1_l8_372_60m,344798
c1_l8_265_60m,32476
c2_l8_225_90m,1362470
c2_l8_149_125m,2708084
c2_l8_155_90m,183264
c1_l8_534_60m,441749
c2_l8_237_40m,282265
c2_l8_239_60m,2632519
c2_l8_224_1m,85048
c2_l8_14_40m,69735
c2_l8_127_1m,1154331
c2_l8_163_10m,340730
c2_l8_144_60m,431746
c2_l8_60_1m,541674
c2_l8_156_60m,1673159
c2_l8_92_40m,1860925
c2_l8_236_90m,845138
c2_l8_194_250m,317742
c2_l8_136_1m,2659096
c2_l8_240_125m,2732247
c2_l8_150_60m,2602671
c2_l8_186_30m,2623509
c2_l8_236_40m,845138
c2_l8_192_90m,1208800
c2_l8_124_15m,83057
c2_l8_60_20m,541674
c2_l8_214_40m,1059523
c2_l8_227_30m,2191658
c2_l8_35_20m,1519336
c2_l8_37_15m,1129380
c2_l8_73_40m,1398668
c2_l8_95_90m,529476
c2_l8_218_40m,594513
c2_l8_230_40m,346567
c2_l8_172_250m,1693301
c1_l8_398_60m,1090
c2_l8_116_250m,1689925
c2_l8_129_40m,2682329
c2_l8_98_1m,1862413
c2_l8_174_20m,380454
c2_l8_191_15m,1722129
c2_l8_54_250m,709384
c2_l8_60_100m,541674
c2_l8_57_125m,1330967
c2_l8_135_60m,80165
c2_l8_99_15m,1493203
c2_l8_76_1m,1680519
c2_l8_167_125m,2825997
c2_l8_220_20m,10986
c2_l8_95_1m,529476
c2_l8_108_10m,2863825
c2_l8_178_40m,404972
c2_l8_155_30m,183264
c2_l8_129_100m,2682329
c2_l8_35_90m,1519336
c2_l8_214_60m,1059523
c2_l8_116_30m,1689925
c2_l8_150_100m,2602671
c2_l8_68_10m,261995
c2_l8_77_30m,2433771
c2_l8_197_125m,640249
c2_l8_113_10m,212219
c2_l8_87_10m,254924
c2_l8_32_15m,503577
c2_l8_116_10m,1689925
c2_l8_17_250m,196548
c2_l8_174_100m,380454
c2_l8_57_30m,1330967
c2_l8_198_60m,2161874
c2_l8_145_125m,395699
c2_l8_39_250m,21229
c2_l8_136_125m,2659096
c2_l8_119_100m,1614414
c2_l8_182_15m,1394786
c2_l8_194_60m,317742
c2_l8_117_1m,2044078
c2_l8_151_125m,1796460
c2_l8_211_125m,1032321
c2_l8_111_60m,231391
c2_l8_148_100m,3024003
c2_l8_229_40m,614630
c2_l8_232_1m,266966
c2_l8_170_1m,1503586
c2_l8_241_15m,2521158
c1_l8_698_60m,578392
c2_l8_163_60m,340730
c2_l8_199_125m,391051
c2_l8_164_40m,1437531
c2_l8_172_60m,1693301
c1_l8_373_60m,34161
c2_l8_148_1m,3024003
c2_l8_117_250m,2044078
c2_l8_111_40m,231391
c2_l8_185_30m,3195387
c2_l8_208_60m,2231939
c2_l8_222_10m,278486
c2_l8_174_60m,380454
c2_l8_242_30m,2333745
c2_l8_54_10m,709384
c2_l8_120_90m,937251
c2_l8_163_30m,340730
c2_l8_183_15m,1307946
c2_l8_113_30m,212219
c2_l8_51_40m,1387659
c2_l8_75_10m,213978
c2_l8_183_60m,1307946
c2_l8_80_60m,1884720
c2_l8_137_125m,2048975
c2_l8_214_1m,1059523
c2_l8_210_1m,2014950
c2_l8_222_125m,278486
c2_l8_31_250m,64421
c2_l8_89_20m,1096358
c2_l8_38_250m,213700
c2_l8_112_10m,62754
c2_l8_68_30m,261995
c2_l8_208_1m,2231939
c2_l8_116_1m,1689925
c2_l8_58_30m,1594536
c2_l8_230_30m,346567
c2_l8_166_1m,600000
c2_l8_57_250m,1330967
c2_l8_144_30m,431746
c2_l8_239_10m,2632519
c2_l8_149_15m,2708084
c2_l8_211_1m,1032321
c2_l8_126_90m,173904
c2_l8_37_90m,1129380
c2_l8_144_250m,431746
c2_l8_70_125m,183688
c2_l8_124_10m,83057
c2_l8_166_100m,3340706
c2_l8_198_15m,2161874
c2_l8_75_15m,213978
c2_l8_189_60m,2613623
c2_l8_90_20m,877724
c2_l8_70_15m,183282
c2_l8_135_15m,80165
c2_l8_34_90m,1697108
c2_l8_241_30m,2521158
c1_l8_207_60m,448447
c2_l8_171_60m,2601448
c2_l8_227_15m,2191658
c2_l8_151_30m,1796460
c1_l8_341_60m,321311
c2_l8_110_40m,1222630
c2_l8_71_60m,2395819
c2_l8_51_250m,1387659
c1_l8_566_60m,10405
c2_l8_214_15m,1059523
c2_l8_164_15m,1437531
c2_l8_189_10m,2613623
c2_l8_71_250m,2395819
c2_l8_197_30m,640249
c2_l8_228_30m,2194189
c2_l8_209_20m,1361162
c2_l8_94_1m,843662
c2_l8_108_30m,2863825
c2_l8_38_125m,213700
c2_l8_203_100m,1981901
c2_l8_181_10m,1096562
c2_l8_204_60m,1965156
c2_l8_130_100m,2853556
c2_l8_79_100m,1583502
c2_l8_202_15m,2892209
c2_l8_201_15m,1847602
c2_l8_130_1m,2853556
c2_l8_215_250m,102682
c1_l8_176_60m,417050
c1_l8_289_60m,295184
c2_l8_166_20m,3340706
c2_l8_217_90m,1234592
c2_l8_147_125m,3079160
c2_l8_69_250m,309869
c2_l8_188_10m,2521789
c2_l8_240_10m,2732247
c2_l8_99_40m,1493203
c2_l8_242_125m,2333745
c2_l8_205_250m,1219899
c2_l8_111_125m,231391
c2_l8_138_250m,1206439
c2_l8_147_250m,3079160
c2_l8_107_10m,637704
c2_l8_94_250m,843662
c2_l8_115_30m,130602
c2_l8_79_1m,1583502
c2_l8_72_1m,1811654
c2_l8_95_250m,529476
c2_l8_70_100m,183688
c1_l8_490_60m,337905
c2_l8_89_30m,1096358
c2_l8_173_60m,482483
c2_l8_165_40m,3167443
c2_l8_139_10m,1034425
c1_l8_685_60m,694289
c2_l8_217_20m,1234592
c2_l8_204_90m,1965156
c2_l8_110_250m,1222630
c2_l8_190_15m,2366606
c2_l8_91_40m,1680415
c2_l8_223_100m,277281
c2_l8_34_125m,1697108
c2_l8_228_90m,2194189
c2_l8_212_60m,1386696
c2_l8_35_10m,1519336
c2_l8_221_15m,589792
c2_l8_77_10m,2433771
c2_l8_234_30m,908685
c2_l8_51_30m,1387659
c2_l8_225_10m,1362470
c2_l8_161_100m,16919
c2_l8_55_40m,662655
c2_l8_174_10m,380454
c2_l8_186_90m,2623509
c2_l8_225_15m,1362470
c2_l8_173_20m,482483
c1_l8_281_60m,734847
c2_l8_94_30m,843662
c2_l8_219_60m,49919
c2_l8_157_15m,417961
c2_l8_238_125m,1270
c2_l8_216_30m,648209
c2_l8_69_125m,309869
c2_l8_154_1m,39540
c2_l8_93_90m,1676591
c2_l8_52_20m,2005110
c2_l8_99_30m,1493203
c2_l8_14_20m,69735
c1_l8_415_60m,99961
c2_l8_221_250m,589792
c2_l8_175_90m,40617
c1_l8_340_60m,94315
c2_l8_53_15m,1120278
c2_l8_235_10m,1336166
c2_l8_206_15m,900000
c2_l8_75_1m,213978
c2_l8_78_10m,1614902
c2_l8_60_60m,541674
c2_l8_52_250m,2005110
c1_l8_654_60m,213410
c2_l8_36_40m,1842064
c2_l8_54_90m,709384
c2_l8_225_60m,1362470
c2_l8_137_30m,2048975
c2_l8_69_10m,309869
c2_l8_96_60m,2153583
c2_l8_206_30m,800000
c2_l8_39_1m,21229
c2_l8_234_60m,908685
c2_l8_152_10m,520
c2_l8_209_125m,1361162
c1_l8_117_60m,243
c2_l8_111_1m,231391
c2_l8_191_125m,1722129
c1_l8_237_60m,296484
c2_l8_78_15m,1614902
c2_l8_135_30m,80165
c2_l8_169_90m,1394246
